commercial_area_code,commercial_area_name,business_type,day_of_week,quarter_count,total_transactions,weekday_transactions,weekday_days,weekday_daily_average,weekly_daily_average,day_index,day_weight
3110601,신월1동우편취급국,KOREAN_FOOD,MONDAY,12,575016,76315,157,486.0828,524.7193,92.64,-1
3110601,신월1동우편취급국,KOREAN_FOOD,TUESDAY,12,575016,82416,157,524.9427,524.7193,100.04,0
3110601,신월1동우편취급국,KOREAN_FOOD,WEDNESDAY,12,575016,78570,157,500.4459,524.7193,95.37,-1
3110601,신월1동우편취급국,KOREAN_FOOD,THURSDAY,12,575016,82423,156,528.3526,524.7193,100.69,0
3110601,신월1동우편취급국,KOREAN_FOOD,FRIDAY,12,575016,86693,156,555.7244,524.7193,105.91,1
3110601,신월1동우편취급국,KOREAN_FOOD,SATURDAY,12,575016,88358,156,566.3974,524.7193,107.94,2
3110601,신월1동우편취급국,KOREAN_FOOD,SUNDAY,12,575016,80241,157,511.0892,524.7193,97.4,-1
3110601,신월1동우편취급국,CHICKEN,MONDAY,12,28505,4026,157,25.6433,26.0162,98.57,0
3110601,신월1동우편취급국,CHICKEN,TUESDAY,12,28505,4222,157,26.8917,26.0162,103.37,1
3110601,신월1동우편취급국,CHICKEN,WEDNESDAY,12,28505,1779,157,11.3312,26.0162,43.55,-6
3110601,신월1동우편취급국,CHICKEN,THURSDAY,12,28505,3319,156,21.2756,26.0162,81.78,-4
3110601,신월1동우편취급국,CHICKEN,FRIDAY,12,28505,5036,156,32.2821,26.0162,124.08,5
3110601,신월1동우편취급국,CHICKEN,SATURDAY,12,28505,5183,156,33.2244,26.0162,127.71,6
3110601,신월1동우편취급국,CHICKEN,SUNDAY,12,28505,4940,157,31.465,26.0162,120.94,4
3110601,신월1동우편취급국,CAFE_BEVERAGE,MONDAY,12,145443,18794,157,119.707,132.7156,90.2,-2
3110601,신월1동우편취급국,CAFE_BEVERAGE,TUESDAY,12,145443,19783,157,126.0064,132.7156,94.94,-1
3110601,신월1동우편취급국,CAFE_BEVERAGE,WEDNESDAY,12,145443,19012,157,121.0955,132.7156,91.24,-2
3110601,신월1동우편취급국,CAFE_BEVERAGE,THURSDAY,12,145443,20130,156,129.0385,132.7156,97.23,-1
3110601,신월1동우편취급국,CAFE_BEVERAGE,FRIDAY,12,145443,20571,156,131.8654,132.7156,99.36,0
3110601,신월1동우편취급국,CAFE_BEVERAGE,SATURDAY,12,145443,23476,156,150.4872,132.7156,113.39,3
3110601,신월1동우편취급국,CAFE_BEVERAGE,SUNDAY,12,145443,23677,157,150.8089,132.7156,113.63,3
3110603,지향초등학교,CAFE_BEVERAGE,MONDAY,12,52486,7230,157,46.051,47.8844,96.17,-1
3110603,지향초등학교,CAFE_BEVERAGE,TUESDAY,12,52486,6834,157,43.5287,47.8844,90.9,-2
3110603,지향초등학교,CAFE_BEVERAGE,WEDNESDAY,12,52486,7016,157,44.6879,47.8844,93.32,-1
3110603,지향초등학교,CAFE_BEVERAGE,THURSDAY,12,52486,6116,156,39.2051,47.8844,81.87,-4
3110603,지향초등학교,CAFE_BEVERAGE,FRIDAY,12,52486,7618,156,48.8333,47.8844,101.98,0
3110603,지향초등학교,CAFE_BEVERAGE,SATURDAY,12,52486,7937,156,50.8782,47.8844,106.25,1
3110603,지향초등학교,CAFE_BEVERAGE,SUNDAY,12,52486,9735,157,62.0064,47.8844,129.49,6
3110604,신월4동주민센터,KOREAN_FOOD,MONDAY,12,262061,40270,157,256.4968,239.1567,107.25,1
3110604,신월4동주민센터,KOREAN_FOOD,TUESDAY,12,262061,42390,157,270.0,239.1567,112.9,3
3110604,신월4동주민센터,KOREAN_FOOD,WEDNESDAY,12,262061,43276,157,275.6433,239.1567,115.26,3
3110604,신월4동주민센터,KOREAN_FOOD,THURSDAY,12,262061,41007,156,262.8654,239.1567,109.91,2
3110604,신월4동주민센터,KOREAN_FOOD,FRIDAY,12,262061,46622,156,298.859,239.1567,124.96,5
3110604,신월4동주민센터,KOREAN_FOOD,SATURDAY,12,262061,32844,156,210.5385,239.1567,88.03,-2
3110604,신월4동주민센터,KOREAN_FOOD,SUNDAY,12,262061,15652,157,99.6943,239.1567,41.69,-6
3110605,목동센트럴아이파크앞,KOREAN_FOOD,MONDAY,12,444343,54010,157,344.0127,405.494,84.84,-3
3110605,목동센트럴아이파크앞,KOREAN_FOOD,TUESDAY,12,444343,60536,157,385.5796,405.494,95.09,-1
3110605,목동센트럴아이파크앞,KOREAN_FOOD,WEDNESDAY,12,444343,61577,157,392.2102,405.494,96.72,-1
3110605,목동센트럴아이파크앞,KOREAN_FOOD,THURSDAY,12,444343,61417,156,393.6987,405.494,97.09,-1
3110605,목동센트럴아이파크앞,KOREAN_FOOD,FRIDAY,12,444343,67242,156,431.0385,405.494,106.3,1
3110605,목동센트럴아이파크앞,KOREAN_FOOD,SATURDAY,12,444343,73347,156,470.1731,405.494,115.95,3
3110605,목동센트럴아이파크앞,KOREAN_FOOD,SUNDAY,12,444343,66214,157,421.7452,405.494,104.01,1
3110606,신한은행 신월동지점,KOREAN_FOOD,MONDAY,12,566499,74636,157,475.3885,516.9592,91.96,-2
3110606,신한은행 신월동지점,KOREAN_FOOD,TUESDAY,12,566499,73177,157,466.0955,516.9592,90.16,-2
3110606,신한은행 신월동지점,KOREAN_FOOD,WEDNESDAY,12,566499,73178,157,466.1019,516.9592,90.16,-2
3110606,신한은행 신월동지점,KOREAN_FOOD,THURSDAY,12,566499,75637,156,484.8526,516.9592,93.79,-1
3110606,신한은행 신월동지점,KOREAN_FOOD,FRIDAY,12,566499,85518,156,548.1923,516.9592,106.04,1
3110606,신한은행 신월동지점,KOREAN_FOOD,SATURDAY,12,566499,94555,156,606.1218,516.9592,117.25,3
3110606,신한은행 신월동지점,KOREAN_FOOD,SUNDAY,12,566499,89798,157,571.9618,516.9592,110.64,2
3110606,신한은행 신월동지점,CHICKEN,MONDAY,12,64816,8768,157,55.8471,59.1653,94.39,-1
3110606,신한은행 신월동지점,CHICKEN,TUESDAY,12,64816,7014,157,44.6752,59.1653,75.51,-5
3110606,신한은행 신월동지점,CHICKEN,WEDNESDAY,12,64816,8440,157,53.758,59.1653,90.86,-2
3110606,신한은행 신월동지점,CHICKEN,THURSDAY,12,64816,8586,156,55.0385,59.1653,93.02,-1
3110606,신한은행 신월동지점,CHICKEN,FRIDAY,12,64816,11617,156,74.4679,59.1653,125.86,5
3110606,신한은행 신월동지점,CHICKEN,SATURDAY,12,64816,12040,156,77.1795,59.1653,130.45,6
3110606,신한은행 신월동지점,CHICKEN,SUNDAY,12,64816,8351,157,53.1911,59.1653,89.9,-2
3110606,신한은행 신월동지점,FAST_FOOD,MONDAY,12,616251,76984,157,490.3439,562.3438,87.2,-3
3110606,신한은행 신월동지점,FAST_FOOD,TUESDAY,12,616251,80370,157,511.9108,562.3438,91.03,-2
3110606,신한은행 신월동지점,FAST_FOOD,WEDNESDAY,12,616251,78795,157,501.879,562.3438,89.25,-2
3110606,신한은행 신월동지점,FAST_FOOD,THURSDAY,12,616251,81275,156,520.9936,562.3438,92.65,-1
3110606,신한은행 신월동지점,FAST_FOOD,FRIDAY,12,616251,87684,156,562.0769,562.3438,99.95,0
3110606,신한은행 신월동지점,FAST_FOOD,SATURDAY,12,616251,106359,156,681.7885,562.3438,121.24,4
3110606,신한은행 신월동지점,FAST_FOOD,SUNDAY,12,616251,104784,157,667.414,562.3438,118.68,4
3110606,신한은행 신월동지점,BUNSIK,MONDAY,12,927711,124401,157,792.3631,846.4639,93.61,-1
3110606,신한은행 신월동지점,BUNSIK,TUESDAY,12,927711,120459,157,767.2548,846.4639,90.64,-2
3110606,신한은행 신월동지점,BUNSIK,WEDNESDAY,12,927711,117884,157,750.8535,846.4639,88.7,-2
3110606,신한은행 신월동지점,BUNSIK,THURSDAY,12,927711,116326,156,745.6795,846.4639,88.09,-2
3110606,신한은행 신월동지점,BUNSIK,FRIDAY,12,927711,127660,156,818.3333,846.4639,96.68,-1
3110606,신한은행 신월동지점,BUNSIK,SATURDAY,12,927711,154252,156,988.7949,846.4639,116.81,3
3110606,신한은행 신월동지점,BUNSIK,SUNDAY,12,927711,166729,157,1061.9682,846.4639,125.46,5
3110606,신한은행 신월동지점,CAFE_BEVERAGE,MONDAY,12,188615,23776,157,151.4395,172.1137,87.99,-2
3110606,신한은행 신월동지점,CAFE_BEVERAGE,TUESDAY,12,188615,23920,157,152.3567,172.1137,88.52,-2
3110606,신한은행 신월동지점,CAFE_BEVERAGE,WEDNESDAY,12,188615,24559,157,156.4268,172.1137,90.89,-2
3110606,신한은행 신월동지점,CAFE_BEVERAGE,THURSDAY,12,188615,23876,156,153.0513,172.1137,88.92,-2
3110606,신한은행 신월동지점,CAFE_BEVERAGE,FRIDAY,12,188615,26823,156,171.9423,172.1137,99.9,0
3110606,신한은행 신월동지점,CAFE_BEVERAGE,SATURDAY,12,188615,33229,156,213.0064,172.1137,123.76,5
3110606,신한은행 신월동지점,CAFE_BEVERAGE,SUNDAY,12,188615,32432,157,206.5732,172.1137,120.02,4
3110607,금빛새마을금고본점,KOREAN_FOOD,MONDAY,12,85091,11970,157,76.242,77.6564,98.18,0
3110607,금빛새마을금고본점,KOREAN_FOOD,TUESDAY,12,85091,12955,157,82.5159,77.6564,106.26,1
3110607,금빛새마을금고본점,KOREAN_FOOD,WEDNESDAY,12,85091,11718,157,74.6369,77.6564,96.11,-1
3110607,금빛새마을금고본점,KOREAN_FOOD,THURSDAY,12,85091,12446,156,79.7821,77.6564,102.74,1
3110607,금빛새마을금고본점,KOREAN_FOOD,FRIDAY,12,85091,13709,156,87.8782,77.6564,113.16,3
3110607,금빛새마을금고본점,KOREAN_FOOD,SATURDAY,12,85091,13367,156,85.6859,77.6564,110.34,2
3110607,금빛새마을금고본점,KOREAN_FOOD,SUNDAY,12,85091,8926,157,56.8535,77.6564,73.21,-5
3110608,신월2동주민센터,CAFE_BEVERAGE,MONDAY,12,142794,16815,157,107.1019,130.2819,82.21,-4
3110608,신월2동주민센터,CAFE_BEVERAGE,TUESDAY,12,142794,18036,157,114.879,130.2819,88.18,-2
3110608,신월2동주민센터,CAFE_BEVERAGE,WEDNESDAY,12,142794,18566,157,118.2548,130.2819,90.77,-2
3110608,신월2동주민센터,CAFE_BEVERAGE,THURSDAY,12,142794,17844,156,114.3846,130.2819,87.8,-2
3110608,신월2동주민센터,CAFE_BEVERAGE,FRIDAY,12,142794,18047,156,115.6859,130.2819,88.8,-2
3110608,신월2동주민센터,CAFE_BEVERAGE,SATURDAY,12,142794,24287,156,155.6859,130.2819,119.5,4
3110608,신월2동주민센터,CAFE_BEVERAGE,SUNDAY,12,142794,29199,157,185.9809,130.2819,142.75,6
3110611,신정역 1번,KOREAN_FOOD,MONDAY,12,85845,15336,157,97.6815,78.3503,124.67,5
3110611,신정역 1번,KOREAN_FOOD,TUESDAY,12,85845,13683,157,87.1529,78.3503,111.23,2
3110611,신정역 1번,KOREAN_FOOD,WEDNESDAY,12,85845,15674,157,99.8344,78.3503,127.42,5
3110611,신정역 1번,KOREAN_FOOD,THURSDAY,12,85845,15056,156,96.5128,78.3503,123.18,5
3110611,신정역 1번,KOREAN_FOOD,FRIDAY,12,85845,15186,156,97.3462,78.3503,124.24,5
3110611,신정역 1번,KOREAN_FOOD,SATURDAY,12,85845,10630,156,68.141,78.3503,86.97,-3
3110611,신정역 1번,KOREAN_FOOD,SUNDAY,12,85845,280,157,1.7834,78.3503,2.28,-6
3110612,신정역 5번,KOREAN_FOOD,MONDAY,12,141455,14641,157,93.2548,129.1086,72.23,-6
3110612,신정역 5번,KOREAN_FOOD,TUESDAY,12,141455,21138,157,134.6369,129.1086,104.28,1
3110612,신정역 5번,KOREAN_FOOD,WEDNESDAY,12,141455,20011,157,127.4586,129.1086,98.72,0
3110612,신정역 5번,KOREAN_FOOD,THURSDAY,12,141455,20761,156,133.0833,129.1086,103.08,1
3110612,신정역 5번,KOREAN_FOOD,FRIDAY,12,141455,23997,156,153.8269,129.1086,119.15,4
3110612,신정역 5번,KOREAN_FOOD,SATURDAY,12,141455,23160,156,148.4615,129.1086,114.99,3
3110612,신정역 5번,KOREAN_FOOD,SUNDAY,12,141455,17747,157,113.0382,129.1086,87.55,-2
3110612,신정역 5번,BUNSIK,MONDAY,12,114674,19252,157,122.6242,104.6424,117.18,3
3110612,신정역 5번,BUNSIK,TUESDAY,12,114674,19096,157,121.6306,104.6424,116.23,3
3110612,신정역 5번,BUNSIK,WEDNESDAY,12,114674,17646,157,112.3949,104.6424,107.41,1
3110612,신정역 5번,BUNSIK,THURSDAY,12,114674,18578,156,119.0897,104.6424,113.81,3
3110612,신정역 5번,BUNSIK,FRIDAY,12,114674,18026,156,115.5513,104.6424,110.42,2
3110612,신정역 5번,BUNSIK,SATURDAY,12,114674,14566,156,93.3718,104.6424,89.23,-2
3110612,신정역 5번,BUNSIK,SUNDAY,12,114674,7510,157,47.8344,104.6424,45.71,-6
3110612,신정역 5번,CAFE_BEVERAGE,MONDAY,12,291959,41192,157,262.3694,266.4419,98.47,0
3110612,신정역 5번,CAFE_BEVERAGE,TUESDAY,12,291959,41682,157,265.4904,266.4419,99.64,0
3110612,신정역 5번,CAFE_BEVERAGE,WEDNESDAY,12,291959,40854,157,260.2166,266.4419,97.66,0
3110612,신정역 5번,CAFE_BEVERAGE,THURSDAY,12,291959,42792,156,274.3077,266.4419,102.95,1
3110612,신정역 5번,CAFE_BEVERAGE,FRIDAY,12,291959,44209,156,283.391,266.4419,106.36,1
3110612,신정역 5번,CAFE_BEVERAGE,SATURDAY,12,291959,47265,156,302.9808,266.4419,113.71,3
3110612,신정역 5번,CAFE_BEVERAGE,SUNDAY,12,291959,33965,157,216.3376,266.4419,81.2,-4
3110613,신정네거리역 4번,KOREAN_FOOD,MONDAY,12,117355,15326,157,97.6178,107.0898,91.16,-2
3110613,신정네거리역 4번,KOREAN_FOOD,TUESDAY,12,117355,15568,157,99.1592,107.0898,92.59,-1
3110613,신정네거리역 4번,KOREAN_FOOD,WEDNESDAY,12,117355,15995,157,101.879,107.0898,95.13,-1
3110613,신정네거리역 4번,KOREAN_FOOD,THURSDAY,12,117355,16314,156,104.5769,107.0898,97.65,0
3110613,신정네거리역 4번,KOREAN_FOOD,FRIDAY,12,117355,17518,156,112.2949,107.0898,104.86,1
3110613,신정네거리역 4번,KOREAN_FOOD,SATURDAY,12,117355,18694,156,119.8333,107.0898,111.9,2
3110613,신정네거리역 4번,KOREAN_FOOD,SUNDAY,12,117355,17940,157,114.2675,107.0898,106.7,1
3110614,목동로데오거리,KOREAN_FOOD,MONDAY,12,295761,41848,157,266.5478,269.9076,98.76,0
3110614,목동로데오거리,KOREAN_FOOD,TUESDAY,12,295761,43240,157,275.414,269.9076,102.04,0
3110614,목동로데오거리,KOREAN_FOOD,WEDNESDAY,12,295761,44078,157,280.7516,269.9076,104.02,1
3110614,목동로데오거리,KOREAN_FOOD,THURSDAY,12,295761,43204,156,276.9487,269.9076,102.61,1
3110614,목동로데오거리,KOREAN_FOOD,FRIDAY,12,295761,48746,156,312.4744,269.9076,115.77,3
3110614,목동로데오거리,KOREAN_FOOD,SATURDAY,12,295761,43374,156,278.0385,269.9076,103.01,1
3110614,목동로데오거리,KOREAN_FOOD,SUNDAY,12,295761,31271,157,199.1783,269.9076,73.8,-5
3110615,신서초등학교,KOREAN_FOOD,MONDAY,12,419822,46131,157,293.828,383.1628,76.68,-5
3110615,신서초등학교,KOREAN_FOOD,TUESDAY,12,419822,65489,157,417.1274,383.1628,108.86,2
3110615,신서초등학교,KOREAN_FOOD,WEDNESDAY,12,419822,67178,157,427.8854,383.1628,111.67,2
3110615,신서초등학교,KOREAN_FOOD,THURSDAY,12,419822,67175,156,430.609,383.1628,112.38,2
3110615,신서초등학교,KOREAN_FOOD,FRIDAY,12,419822,69748,156,447.1026,383.1628,116.69,3
3110615,신서초등학교,KOREAN_FOOD,SATURDAY,12,419822,61808,156,396.2051,383.1628,103.4,1
3110615,신서초등학교,KOREAN_FOOD,SUNDAY,12,419822,42293,157,269.3822,383.1628,70.3,-6
3110615,신서초등학교,CAFE_BEVERAGE,MONDAY,12,142071,21218,157,135.1465,129.6452,104.24,1
3110615,신서초등학교,CAFE_BEVERAGE,TUESDAY,12,142071,23271,157,148.2229,129.6452,114.33,3
3110615,신서초등학교,CAFE_BEVERAGE,WEDNESDAY,12,142071,24810,157,158.0255,129.6452,121.89,4
3110615,신서초등학교,CAFE_BEVERAGE,THURSDAY,12,142071,25419,156,162.9423,129.6452,125.68,5
3110615,신서초등학교,CAFE_BEVERAGE,FRIDAY,12,142071,25540,156,163.7179,129.6452,126.28,5
3110615,신서초등학교,CAFE_BEVERAGE,SATURDAY,12,142071,12865,156,82.4679,129.6452,63.61,-6
3110615,신서초등학교,CAFE_BEVERAGE,SUNDAY,12,142071,8948,157,56.9936,129.6452,43.96,-6
3110616,양목초등학교,KOREAN_FOOD,MONDAY,12,31108,6189,157,39.4204,28.3793,138.91,6
3110616,양목초등학교,KOREAN_FOOD,TUESDAY,12,31108,6051,157,38.5414,28.3793,135.81,6
3110616,양목초등학교,KOREAN_FOOD,WEDNESDAY,12,31108,5981,157,38.0955,28.3793,134.24,6
3110616,양목초등학교,KOREAN_FOOD,THURSDAY,12,31108,6442,156,41.2949,28.3793,145.51,6
3110616,양목초등학교,KOREAN_FOOD,FRIDAY,12,31108,5325,156,34.1346,28.3793,120.28,4
3110616,양목초등학교,KOREAN_FOOD,SATURDAY,12,31108,844,156,5.4103,28.3793,19.06,-6
3110616,양목초등학교,KOREAN_FOOD,SUNDAY,12,31108,276,157,1.758,28.3793,6.19,-6
3110618,강서고등학교,KOREAN_FOOD,MONDAY,12,109817,15456,157,98.4459,100.2239,98.23,0
3110618,강서고등학교,KOREAN_FOOD,TUESDAY,12,109817,15021,157,95.6752,100.2239,95.46,-1
3110618,강서고등학교,KOREAN_FOOD,WEDNESDAY,12,109817,14625,157,93.1529,100.2239,92.94,-1
3110618,강서고등학교,KOREAN_FOOD,THURSDAY,12,109817,14677,156,94.0833,100.2239,93.87,-1
3110618,강서고등학교,KOREAN_FOOD,FRIDAY,12,109817,17845,156,114.391,100.2239,114.14,3
3110618,강서고등학교,KOREAN_FOOD,SATURDAY,12,109817,18817,156,120.6218,100.2239,120.35,4
3110618,강서고등학교,KOREAN_FOOD,SUNDAY,12,109817,13376,157,85.1975,100.2239,85.01,-3
3110618,강서고등학교,CAFE_BEVERAGE,MONDAY,12,33612,4473,157,28.4904,30.6852,92.85,-1
3110618,강서고등학교,CAFE_BEVERAGE,TUESDAY,12,33612,3250,157,20.7006,30.6852,67.46,-6
3110618,강서고등학교,CAFE_BEVERAGE,WEDNESDAY,12,33612,5008,157,31.8981,30.6852,103.95,1
3110618,강서고등학교,CAFE_BEVERAGE,THURSDAY,12,33612,5185,156,33.2372,30.6852,108.32,2
3110618,강서고등학교,CAFE_BEVERAGE,FRIDAY,12,33612,5738,156,36.7821,30.6852,119.87,4
3110618,강서고등학교,CAFE_BEVERAGE,SATURDAY,12,33612,6401,156,41.0321,30.6852,133.72,6
3110618,강서고등학교,CAFE_BEVERAGE,SUNDAY,12,33612,3557,157,22.6561,30.6852,73.83,-5
3110619,목4동주민센터,KOREAN_FOOD,MONDAY,12,27798,4522,157,28.8025,25.3743,113.51,3
3110619,목4동주민센터,KOREAN_FOOD,TUESDAY,12,27798,4778,157,30.4331,25.3743,119.94,4
3110619,목4동주민센터,KOREAN_FOOD,WEDNESDAY,12,27798,4485,157,28.5669,25.3743,112.58,3
3110619,목4동주민센터,KOREAN_FOOD,THURSDAY,12,27798,4842,156,31.0385,25.3743,122.32,4
3110619,목4동주민센터,KOREAN_FOOD,FRIDAY,12,27798,5068,156,32.4872,25.3743,128.03,6
3110619,목4동주민센터,KOREAN_FOOD,SATURDAY,12,27798,3879,156,24.8654,25.3743,97.99,0
3110619,목4동주민센터,KOREAN_FOOD,SUNDAY,12,27798,224,157,1.4268,25.3743,5.62,-6
3110620,목동보건지소,KOREAN_FOOD,MONDAY,12,164750,21409,157,136.3631,150.3475,90.7,-2
3110620,목동보건지소,KOREAN_FOOD,TUESDAY,12,164750,27081,157,172.4904,150.3475,114.73,3
3110620,목동보건지소,KOREAN_FOOD,WEDNESDAY,12,164750,26231,157,167.0764,150.3475,111.13,2
3110620,목동보건지소,KOREAN_FOOD,THURSDAY,12,164750,25861,156,165.7756,150.3475,110.26,2
3110620,목동보건지소,KOREAN_FOOD,FRIDAY,12,164750,26508,156,169.9231,150.3475,113.02,3
3110620,목동보건지소,KOREAN_FOOD,SATURDAY,12,164750,22813,156,146.2372,150.3475,97.27,-1
3110620,목동보건지소,KOREAN_FOOD,SUNDAY,12,164750,14847,157,94.5669,150.3475,62.9,-6
3110620,목동보건지소,CHICKEN,MONDAY,12,77817,9913,157,63.1401,71.0135,88.91,-2
3110620,목동보건지소,CHICKEN,TUESDAY,12,77817,10268,157,65.4013,71.0135,92.1,-2
3110620,목동보건지소,CHICKEN,WEDNESDAY,12,77817,10253,157,65.3057,71.0135,91.96,-2
3110620,목동보건지소,CHICKEN,THURSDAY,12,77817,10169,156,65.1859,71.0135,91.79,-2
3110620,목동보건지소,CHICKEN,FRIDAY,12,77817,12716,156,81.5128,71.0135,114.78,3
3110620,목동보건지소,CHICKEN,SATURDAY,12,77817,12503,156,80.1474,71.0135,112.86,3
3110620,목동보건지소,CHICKEN,SUNDAY,12,77817,11995,157,76.4013,71.0135,107.59,2
3110620,목동보건지소,BUNSIK,MONDAY,12,312349,54455,157,346.8471,285.0545,121.68,4
3110620,목동보건지소,BUNSIK,TUESDAY,12,312349,41662,157,265.3631,285.0545,93.09,-1
3110620,목동보건지소,BUNSIK,WEDNESDAY,12,312349,54950,157,350.0,285.0545,122.78,5
3110620,목동보건지소,BUNSIK,THURSDAY,12,312349,53737,156,344.4679,285.0545,120.84,4
3110620,목동보건지소,BUNSIK,FRIDAY,12,312349,55237,156,354.0833,285.0545,124.22,5
3110620,목동보건지소,BUNSIK,SATURDAY,12,312349,35459,156,227.3013,285.0545,79.74,-4
3110620,목동보건지소,BUNSIK,SUNDAY,12,312349,16849,157,107.3185,285.0545,37.65,-6
3110620,목동보건지소,CAFE_BEVERAGE,MONDAY,12,299506,39290,157,250.2548,273.2988,91.57,-2
3110620,목동보건지소,CAFE_BEVERAGE,TUESDAY,12,299506,39056,157,248.7643,273.2988,91.02,-2
3110620,목동보건지소,CAFE_BEVERAGE,WEDNESDAY,12,299506,37814,157,240.8535,273.2988,88.13,-2
3110620,목동보건지소,CAFE_BEVERAGE,THURSDAY,12,299506,39456,156,252.9231,273.2988,92.54,-1
3110620,목동보건지소,CAFE_BEVERAGE,FRIDAY,12,299506,41537,156,266.2628,273.2988,97.43,-1
3110620,목동보건지소,CAFE_BEVERAGE,SATURDAY,12,299506,51517,156,330.2372,273.2988,120.83,4
3110620,목동보건지소,CAFE_BEVERAGE,SUNDAY,12,299506,50836,157,323.7962,273.2988,118.48,4
3110620,목동보건지소,BAKERY,MONDAY,12,58675,8338,157,53.1083,53.5361,99.2,0
3110620,목동보건지소,BAKERY,TUESDAY,12,58675,8561,157,54.5287,53.5361,101.85,0
3110620,목동보건지소,BAKERY,WEDNESDAY,12,58675,8166,157,52.0127,53.5361,97.15,-1
3110620,목동보건지소,BAKERY,THURSDAY,12,58675,8057,156,51.6474,53.5361,96.47,-1
3110620,목동보건지소,BAKERY,FRIDAY,12,58675,8058,156,51.6538,53.5361,96.48,-1
3110620,목동보건지소,BAKERY,SATURDAY,12,58675,9034,156,57.9103,53.5361,108.17,2
3110620,목동보건지소,BAKERY,SUNDAY,12,58675,8461,157,53.8917,53.5361,100.66,0
3110621,목동역 5번,KOREAN_FOOD,MONDAY,12,158286,21033,157,133.9682,144.4545,92.74,-1
3110621,목동역 5번,KOREAN_FOOD,TUESDAY,12,158286,20568,157,131.0064,144.4545,90.69,-2
3110621,목동역 5번,KOREAN_FOOD,WEDNESDAY,12,158286,22033,157,140.3376,144.4545,97.15,-1
3110621,목동역 5번,KOREAN_FOOD,THURSDAY,12,158286,21938,156,140.6282,144.4545,97.35,-1
3110621,목동역 5번,KOREAN_FOOD,FRIDAY,12,158286,22817,156,146.2628,144.4545,101.25,0
3110621,목동역 5번,KOREAN_FOOD,SATURDAY,12,158286,28488,156,182.6154,144.4545,126.42,5
3110621,목동역 5번,KOREAN_FOOD,SUNDAY,12,158286,21409,157,136.3631,144.4545,94.4,-1
3110621,목동역 5번,WESTERN_FOOD,MONDAY,12,33054,3338,157,21.2611,30.1668,70.48,-6
3110621,목동역 5번,WESTERN_FOOD,TUESDAY,12,33054,3382,157,21.5414,30.1668,71.41,-6
3110621,목동역 5번,WESTERN_FOOD,WEDNESDAY,12,33054,3899,157,24.8344,30.1668,82.32,-4
3110621,목동역 5번,WESTERN_FOOD,THURSDAY,12,33054,3725,156,23.8782,30.1668,79.15,-4
3110621,목동역 5번,WESTERN_FOOD,FRIDAY,12,33054,4136,156,26.5128,30.1668,87.89,-2
3110621,목동역 5번,WESTERN_FOOD,SATURDAY,12,33054,7633,156,48.9295,30.1668,162.2,6
3110621,목동역 5번,WESTERN_FOOD,SUNDAY,12,33054,6941,157,44.2102,30.1668,146.55,6
3110621,목동역 5번,CAFE_BEVERAGE,MONDAY,12,76384,10789,157,68.7197,69.7041,98.59,0
3110621,목동역 5번,CAFE_BEVERAGE,TUESDAY,12,76384,10827,157,68.9618,69.7041,98.94,0
3110621,목동역 5번,CAFE_BEVERAGE,WEDNESDAY,12,76384,10975,157,69.9045,69.7041,100.29,0
3110621,목동역 5번,CAFE_BEVERAGE,THURSDAY,12,76384,10493,156,67.2628,69.7041,96.5,-1
3110621,목동역 5번,CAFE_BEVERAGE,FRIDAY,12,76384,10690,156,68.5256,69.7041,98.31,0
3110621,목동역 5번,CAFE_BEVERAGE,SATURDAY,12,76384,13266,156,85.0385,69.7041,122.0,4
3110621,목동역 5번,CAFE_BEVERAGE,SUNDAY,12,76384,9344,157,59.5159,69.7041,85.38,-3
3110622,달마을공원,KOREAN_FOOD,MONDAY,12,172049,22848,157,145.5287,157.0048,92.69,-1
3110622,달마을공원,KOREAN_FOOD,TUESDAY,12,172049,23651,157,150.6433,157.0048,95.95,-1
3110622,달마을공원,KOREAN_FOOD,WEDNESDAY,12,172049,24463,157,155.8153,157.0048,99.24,0
3110622,달마을공원,KOREAN_FOOD,THURSDAY,12,172049,23684,156,151.8205,157.0048,96.7,-1
3110622,달마을공원,KOREAN_FOOD,FRIDAY,12,172049,27597,156,176.9038,157.0048,112.67,3
3110622,달마을공원,KOREAN_FOOD,SATURDAY,12,172049,26614,156,170.6026,157.0048,108.66,2
3110622,달마을공원,KOREAN_FOOD,SUNDAY,12,172049,23192,157,147.7197,157.0048,94.09,-1
3110622,달마을공원,CAFE_BEVERAGE,MONDAY,12,36676,5147,157,32.7834,33.463,97.97,0
3110622,달마을공원,CAFE_BEVERAGE,TUESDAY,12,36676,5253,157,33.4586,33.463,99.99,0
3110622,달마을공원,CAFE_BEVERAGE,WEDNESDAY,12,36676,5380,157,34.2675,33.463,102.4,0
3110622,달마을공원,CAFE_BEVERAGE,THURSDAY,12,36676,5145,156,32.9808,33.463,98.56,0
3110622,달마을공원,CAFE_BEVERAGE,FRIDAY,12,36676,5356,156,34.3333,33.463,102.6,1
3110622,달마을공원,CAFE_BEVERAGE,SATURDAY,12,36676,5069,156,32.4936,33.463,97.1,-1
3110622,달마을공원,CAFE_BEVERAGE,SUNDAY,12,36676,5326,157,33.9236,33.463,101.38,0
3110623,갈산공원,KOREAN_FOOD,MONDAY,12,702986,102419,157,652.3503,641.5033,101.69,0
