commercial_area_code,business_type,day_of_week,weight
3120013,BUNSIK,MONDAY,3
3120013,BUNSIK,TUESDAY,5
3120013,BUNSIK,WEDNESDAY,6
3120013,BUNSIK,THURSDAY,6
3120013,BUNSIK,FRIDAY,4
3120013,BUNSIK,SATURDAY,-6
3120013,BUNSIK,SUNDAY,-6
3120013,CAFE_BEVERAGE,MONDAY,-1
3120013,CAFE_BEVERAGE,TUESDAY,1
3120013,CAFE_BEVERAGE,WEDNESDAY,3
3120013,CAFE_BEVERAGE,THURSDAY,3
3120013,CAFE_BEVERAGE,FRIDAY,3
3120013,CAFE_BEVERAGE,SATURDAY,-5
3120013,CAFE_BEVERAGE,SUNDAY,-5
3120013,BAKERY,MONDAY,2
3120013,BAKERY,TUESDAY,3
3120013,BAKERY,WEDNESDAY,4
3120013,BAKERY,THURSDAY,4
3120013,BAKERY,FRIDAY,4
3120013,BAKERY,SATURDAY,-6
3120013,BAKERY,SUNDAY,-6
3120014,KOREAN_FOOD,MONDAY,4
3120014,KOREAN_FOOD,TUESDAY,4
3120014,KOREAN_FOOD,WEDNESDAY,5
3120014,KOREAN_FOOD,THURSDAY,5
3120014,KOREAN_FOOD,FRIDAY,5
3120014,KOREAN_FOOD,SATURDAY,-6
3120014,KOREAN_FOOD,SUNDAY,-6
3120014,CHINESE_FOOD,MONDAY,4
3120014,CHINESE_FOOD,TUESDAY,6
3120014,CHINESE_FOOD,WEDNESDAY,6
3120014,CHINESE_FOOD,THURSDAY,6
3120014,CHINESE_FOOD,FRIDAY,6
3120014,CHINESE_FOOD,SATURDAY,-6
3120014,CHINESE_FOOD,SUNDAY,-6
3120014,WESTERN_FOOD,MONDAY,6
3120014,WESTERN_FOOD,TUESDAY,6
3120014,WESTERN_FOOD,WEDNESDAY,6
3120014,WESTERN_FOOD,THURSDAY,6
3120014,WESTERN_FOOD,FRIDAY,6
3120014,WESTERN_FOOD,SATURDAY,-6
3120014,WESTERN_FOOD,SUNDAY,-6
3120014,CHICKEN,MONDAY,0
3120014,CHICKEN,TUESDAY,3
3120014,CHICKEN,WEDNESDAY,5
3120014,CHICKEN,THURSDAY,5
3120014,CHICKEN,FRIDAY,6
3120014,CHICKEN,SATURDAY,-4
3120014,CHICKEN,SUNDAY,-6
3120014,BUNSIK,MONDAY,3
3120014,BUNSIK,TUESDAY,5
3120014,BUNSIK,WEDNESDAY,5
3120014,BUNSIK,THURSDAY,5
3120014,BUNSIK,FRIDAY,5
3120014,BUNSIK,SATURDAY,-6
3120014,BUNSIK,SUNDAY,-6
3120014,CAFE_BEVERAGE,MONDAY,2
3120014,CAFE_BEVERAGE,TUESDAY,4
3120014,CAFE_BEVERAGE,WEDNESDAY,4
3120014,CAFE_BEVERAGE,THURSDAY,5
3120014,CAFE_BEVERAGE,FRIDAY,4
3120014,CAFE_BEVERAGE,SATURDAY,-6
3120014,CAFE_BEVERAGE,SUNDAY,-6
3120015,KOREAN_FOOD,MONDAY,4
3120015,KOREAN_FOOD,TUESDAY,5
3120015,KOREAN_FOOD,WEDNESDAY,5
3120015,KOREAN_FOOD,THURSDAY,6
3120015,KOREAN_FOOD,FRIDAY,6
3120015,KOREAN_FOOD,SATURDAY,-6
3120015,KOREAN_FOOD,SUNDAY,-6
3120015,BUNSIK,MONDAY,6
3120015,BUNSIK,TUESDAY,6
3120015,BUNSIK,WEDNESDAY,5
3120015,BUNSIK,THURSDAY,6
3120015,BUNSIK,FRIDAY,6
3120015,BUNSIK,SATURDAY,-6
3120015,BUNSIK,SUNDAY,-6
3120015,CAFE_BEVERAGE,MONDAY,3
3120015,CAFE_BEVERAGE,TUESDAY,4
3120015,CAFE_BEVERAGE,WEDNESDAY,5
3120015,CAFE_BEVERAGE,THURSDAY,5
3120015,CAFE_BEVERAGE,FRIDAY,6
3120015,CAFE_BEVERAGE,SATURDAY,-6
3120015,CAFE_BEVERAGE,SUNDAY,-6
3120016,KOREAN_FOOD,MONDAY,-3
3120016,KOREAN_FOOD,TUESDAY,-1
3120016,KOREAN_FOOD,WEDNESDAY,-1
3120016,KOREAN_FOOD,THURSDAY,0
3120016,KOREAN_FOOD,FRIDAY,1
3120016,KOREAN_FOOD,SATURDAY,3
3120016,KOREAN_FOOD,SUNDAY,1
3120016,CHINESE_FOOD,MONDAY,-2
3120016,CHINESE_FOOD,TUESDAY,-2
3120016,CHINESE_FOOD,WEDNESDAY,-2
3120016,CHINESE_FOOD,THURSDAY,-2
3120016,CHINESE_FOOD,FRIDAY,-1
3120016,CHINESE_FOOD,SATURDAY,3
3120016,CHINESE_FOOD,SUNDAY,5
3120016,BUNSIK,MONDAY,-4
3120016,BUNSIK,TUESDAY,-3
3120016,BUNSIK,WEDNESDAY,1
3120016,BUNSIK,THURSDAY,0
3120016,BUNSIK,FRIDAY,3
3120016,BUNSIK,SATURDAY,4
3120016,BUNSIK,SUNDAY,-1
3120016,CAFE_BEVERAGE,MONDAY,-2
3120016,CAFE_BEVERAGE,TUESDAY,-2
3120016,CAFE_BEVERAGE,WEDNESDAY,-1
3120016,CAFE_BEVERAGE,THURSDAY,-1
3120016,CAFE_BEVERAGE,FRIDAY,0
3120016,CAFE_BEVERAGE,SATURDAY,4
3120016,CAFE_BEVERAGE,SUNDAY,1
3120017,KOREAN_FOOD,MONDAY,-2
3120017,KOREAN_FOOD,TUESDAY,-1
3120017,KOREAN_FOOD,WEDNESDAY,-1
3120017,KOREAN_FOOD,THURSDAY,-1
3120017,KOREAN_FOOD,FRIDAY,1
3120017,KOREAN_FOOD,SATURDAY,3
3120017,KOREAN_FOOD,SUNDAY,2
3120017,WESTERN_FOOD,MONDAY,0
3120017,WESTERN_FOOD,TUESDAY,-4
3120017,WESTERN_FOOD,WEDNESDAY,-4
3120017,WESTERN_FOOD,THURSDAY,-3
3120017,WESTERN_FOOD,FRIDAY,0
3120017,WESTERN_FOOD,SATURDAY,5
3120017,WESTERN_FOOD,SUNDAY,6
3120017,CAFE_BEVERAGE,MONDAY,-1
3120017,CAFE_BEVERAGE,TUESDAY,-1
3120017,CAFE_BEVERAGE,WEDNESDAY,0
3120017,CAFE_BEVERAGE,THURSDAY,0
3120017,CAFE_BEVERAGE,FRIDAY,1
3120017,CAFE_BEVERAGE,SATURDAY,2
3120017,CAFE_BEVERAGE,SUNDAY,0
3120018,KOREAN_FOOD,MONDAY,1
3120018,KOREAN_FOOD,TUESDAY,4
3120018,KOREAN_FOOD,WEDNESDAY,4
3120018,KOREAN_FOOD,THURSDAY,5
3120018,KOREAN_FOOD,FRIDAY,5
3120018,KOREAN_FOOD,SATURDAY,-6
3120018,KOREAN_FOOD,SUNDAY,-6
3120018,CHINESE_FOOD,MONDAY,4
3120018,CHINESE_FOOD,TUESDAY,6
3120018,CHINESE_FOOD,WEDNESDAY,6
3120018,CHINESE_FOOD,THURSDAY,6
3120018,CHINESE_FOOD,FRIDAY,6
3120018,CHINESE_FOOD,SATURDAY,-6
3120018,CHINESE_FOOD,SUNDAY,-6
3120018,CHICKEN,MONDAY,6
3120018,CHICKEN,TUESDAY,6
3120018,CHICKEN,WEDNESDAY,6
3120018,CHICKEN,THURSDAY,6
3120018,CHICKEN,FRIDAY,6
3120018,CHICKEN,SATURDAY,-6
3120018,CHICKEN,SUNDAY,-6
3120018,BUNSIK,MONDAY,6
3120018,BUNSIK,TUESDAY,6
3120018,BUNSIK,WEDNESDAY,6
3120018,BUNSIK,THURSDAY,6
3120018,BUNSIK,FRIDAY,6
3120018,BUNSIK,SATURDAY,-6
3120018,BUNSIK,SUNDAY,-6
3120018,CAFE_BEVERAGE,MONDAY,2
3120018,CAFE_BEVERAGE,TUESDAY,4
3120018,CAFE_BEVERAGE,WEDNESDAY,4
3120018,CAFE_BEVERAGE,THURSDAY,5
3120018,CAFE_BEVERAGE,FRIDAY,4
3120018,CAFE_BEVERAGE,SATURDAY,-6
3120018,CAFE_BEVERAGE,SUNDAY,-6
3120019,KOREAN_FOOD,MONDAY,6
3120019,KOREAN_FOOD,TUESDAY,6
3120019,KOREAN_FOOD,WEDNESDAY,6
3120019,KOREAN_FOOD,THURSDAY,6
3120019,KOREAN_FOOD,FRIDAY,6
3120019,KOREAN_FOOD,SATURDAY,-6
3120019,KOREAN_FOOD,SUNDAY,-6
3120019,WESTERN_FOOD,MONDAY,6
3120019,WESTERN_FOOD,TUESDAY,6
3120019,WESTERN_FOOD,WEDNESDAY,6
3120019,WESTERN_FOOD,THURSDAY,6
3120019,WESTERN_FOOD,FRIDAY,6
3120019,WESTERN_FOOD,SATURDAY,-6
3120019,WESTERN_FOOD,SUNDAY,-6
3120019,FAST_FOOD,MONDAY,2
3120019,FAST_FOOD,TUESDAY,3
3120019,FAST_FOOD,WEDNESDAY,3
3120019,FAST_FOOD,THURSDAY,4
3120019,FAST_FOOD,FRIDAY,3
3120019,FAST_FOOD,SATURDAY,-6
3120019,FAST_FOOD,SUNDAY,-6
3120019,CAFE_BEVERAGE,MONDAY,2
3120019,CAFE_BEVERAGE,TUESDAY,5
3120019,CAFE_BEVERAGE,WEDNESDAY,5
3120019,CAFE_BEVERAGE,THURSDAY,6
3120019,CAFE_BEVERAGE,FRIDAY,5
3120019,CAFE_BEVERAGE,SATURDAY,-6
3120019,CAFE_BEVERAGE,SUNDAY,-6
3120020,KOREAN_FOOD,MONDAY,3
3120020,KOREAN_FOOD,TUESDAY,5
3120020,KOREAN_FOOD,WEDNESDAY,6
3120020,KOREAN_FOOD,THURSDAY,6
3120020,KOREAN_FOOD,FRIDAY,6
3120020,KOREAN_FOOD,SATURDAY,-6
3120020,KOREAN_FOOD,SUNDAY,-6
3120020,CHINESE_FOOD,MONDAY,1
3120020,CHINESE_FOOD,TUESDAY,4
3120020,CHINESE_FOOD,WEDNESDAY,5
3120020,CHINESE_FOOD,THURSDAY,5
3120020,CHINESE_FOOD,FRIDAY,5
3120020,CHINESE_FOOD,SATURDAY,-6
3120020,CHINESE_FOOD,SUNDAY,-6
3120020,WESTERN_FOOD,MONDAY,1
3120020,WESTERN_FOOD,TUESDAY,4
3120020,WESTERN_FOOD,WEDNESDAY,6
3120020,WESTERN_FOOD,THURSDAY,6
3120020,WESTERN_FOOD,FRIDAY,6
3120020,WESTERN_FOOD,SATURDAY,-6
3120020,WESTERN_FOOD,SUNDAY,-6
3120020,FAST_FOOD,MONDAY,2
3120020,FAST_FOOD,TUESDAY,5
3120020,FAST_FOOD,WEDNESDAY,5
3120020,FAST_FOOD,THURSDAY,6
3120020,FAST_FOOD,FRIDAY,6
3120020,FAST_FOOD,SATURDAY,-6
3120020,FAST_FOOD,SUNDAY,-6
3120020,BUNSIK,MONDAY,-2
3120020,BUNSIK,TUESDAY,2
3120020,BUNSIK,WEDNESDAY,3
3120020,BUNSIK,THURSDAY,4
3120020,BUNSIK,FRIDAY,5
3120020,BUNSIK,SATURDAY,-2
3120020,BUNSIK,SUNDAY,-6
3120020,CAFE_BEVERAGE,MONDAY,2
3120020,CAFE_BEVERAGE,TUESDAY,6
3120020,CAFE_BEVERAGE,WEDNESDAY,6
3120020,CAFE_BEVERAGE,THURSDAY,6
3120020,CAFE_BEVERAGE,FRIDAY,6
3120020,CAFE_BEVERAGE,SATURDAY,-6
3120020,CAFE_BEVERAGE,SUNDAY,-6
3120020,BAKERY,MONDAY,-2
3120020,BAKERY,TUESDAY,1
3120020,BAKERY,WEDNESDAY,2
3120020,BAKERY,THURSDAY,1
3120020,BAKERY,FRIDAY,4
3120020,BAKERY,SATURDAY,-2
3120020,BAKERY,SUNDAY,-4
3120021,KOREAN_FOOD,MONDAY,4
3120021,KOREAN_FOOD,TUESDAY,6
3120021,KOREAN_FOOD,WEDNESDAY,6
3120021,KOREAN_FOOD,THURSDAY,6
3120021,KOREAN_FOOD,FRIDAY,5
3120021,KOREAN_FOOD,SATURDAY,-6
3120021,KOREAN_FOOD,SUNDAY,-6
3120021,CHINESE_FOOD,MONDAY,6
3120021,CHINESE_FOOD,TUESDAY,6
3120021,CHINESE_FOOD,WEDNESDAY,6
3120021,CHINESE_FOOD,THURSDAY,6
3120021,CHINESE_FOOD,FRIDAY,6
3120021,CHINESE_FOOD,SATURDAY,-6
3120021,CHINESE_FOOD,SUNDAY,-6
3120021,JAPANESE_FOOD,MONDAY,6
3120021,JAPANESE_FOOD,TUESDAY,6
3120021,JAPANESE_FOOD,WEDNESDAY,6
3120021,JAPANESE_FOOD,THURSDAY,6
3120021,JAPANESE_FOOD,FRIDAY,6
3120021,JAPANESE_FOOD,SATURDAY,-6
3120021,JAPANESE_FOOD,SUNDAY,-6
3120021,WESTERN_FOOD,MONDAY,6
3120021,WESTERN_FOOD,TUESDAY,6
3120021,WESTERN_FOOD,WEDNESDAY,6
3120021,WESTERN_FOOD,THURSDAY,6
3120021,WESTERN_FOOD,FRIDAY,6
3120021,WESTERN_FOOD,SATURDAY,-6
3120021,WESTERN_FOOD,SUNDAY,-6
3120021,FAST_FOOD,MONDAY,0
3120021,FAST_FOOD,TUESDAY,2
3120021,FAST_FOOD,WEDNESDAY,6
3120021,FAST_FOOD,THURSDAY,3
3120021,FAST_FOOD,FRIDAY,3
3120021,FAST_FOOD,SATURDAY,-6
3120021,FAST_FOOD,SUNDAY,-6
3120021,BUNSIK,MONDAY,6
3120021,BUNSIK,TUESDAY,6
3120021,BUNSIK,WEDNESDAY,6
3120021,BUNSIK,THURSDAY,6
3120021,BUNSIK,FRIDAY,6
3120021,BUNSIK,SATURDAY,-6
3120021,BUNSIK,SUNDAY,-6
3120021,CAFE_BEVERAGE,MONDAY,4
3120021,CAFE_BEVERAGE,TUESDAY,6
3120021,CAFE_BEVERAGE,WEDNESDAY,6
3120021,CAFE_BEVERAGE,THURSDAY,6
3120021,CAFE_BEVERAGE,FRIDAY,5
3120021,CAFE_BEVERAGE,SATURDAY,-6
3120021,CAFE_BEVERAGE,SUNDAY,-6
3120021,BAKERY,MONDAY,3
3120021,BAKERY,TUESDAY,6
3120021,BAKERY,WEDNESDAY,6
3120021,BAKERY,THURSDAY,6
3120021,BAKERY,FRIDAY,6
3120021,BAKERY,SATURDAY,-6
3120021,BAKERY,SUNDAY,-6
3120022,KOREAN_FOOD,MONDAY,3
3120022,KOREAN_FOOD,TUESDAY,5
3120022,KOREAN_FOOD,WEDNESDAY,5
3120022,KOREAN_FOOD,THURSDAY,6
3120022,KOREAN_FOOD,FRIDAY,5
3120022,KOREAN_FOOD,SATURDAY,-6
3120022,KOREAN_FOOD,SUNDAY,-6
3120022,CHINESE_FOOD,MONDAY,1
3120022,CHINESE_FOOD,TUESDAY,6
3120022,CHINESE_FOOD,WEDNESDAY,6
3120022,CHINESE_FOOD,THURSDAY,6
3120022,CHINESE_FOOD,FRIDAY,6
3120022,CHINESE_FOOD,SATURDAY,-6
3120022,CHINESE_FOOD,SUNDAY,-6
3120022,JAPANESE_FOOD,MONDAY,4
3120022,JAPANESE_FOOD,TUESDAY,6
3120022,JAPANESE_FOOD,WEDNESDAY,6
3120022,JAPANESE_FOOD,THURSDAY,6
3120022,JAPANESE_FOOD,FRIDAY,6
3120022,JAPANESE_FOOD,SATURDAY,-6
3120022,JAPANESE_FOOD,SUNDAY,-6
3120022,WESTERN_FOOD,MONDAY,-6
3120022,WESTERN_FOOD,TUESDAY,-1
3120022,WESTERN_FOOD,WEDNESDAY,5
3120022,WESTERN_FOOD,THURSDAY,2
3120022,WESTERN_FOOD,FRIDAY,0
3120022,WESTERN_FOOD,SATURDAY,4
3120022,WESTERN_FOOD,SUNDAY,4
3120022,CHICKEN,MONDAY,-1
3120022,CHICKEN,TUESDAY,4
3120022,CHICKEN,WEDNESDAY,4
3120022,CHICKEN,THURSDAY,6
3120022,CHICKEN,FRIDAY,5
3120022,CHICKEN,SATURDAY,-6
3120022,CHICKEN,SUNDAY,-6
3120022,FAST_FOOD,MONDAY,6
3120022,FAST_FOOD,TUESDAY,6
3120022,FAST_FOOD,WEDNESDAY,6
3120022,FAST_FOOD,THURSDAY,6
3120022,FAST_FOOD,FRIDAY,6
3120022,FAST_FOOD,SATURDAY,-6
3120022,FAST_FOOD,SUNDAY,-6
3120022,BUNSIK,MONDAY,3
3120022,BUNSIK,TUESDAY,4
3120022,BUNSIK,WEDNESDAY,6
3120022,BUNSIK,THURSDAY,5
3120022,BUNSIK,FRIDAY,5
3120022,BUNSIK,SATURDAY,-6
3120022,BUNSIK,SUNDAY,-6
3120022,CAFE_BEVERAGE,MONDAY,4
3120022,CAFE_BEVERAGE,TUESDAY,6
3120022,CAFE_BEVERAGE,WEDNESDAY,6
3120022,CAFE_BEVERAGE,THURSDAY,6
3120022,CAFE_BEVERAGE,FRIDAY,6
3120022,CAFE_BEVERAGE,SATURDAY,-6
3120022,CAFE_BEVERAGE,SUNDAY,-6
3120022,BAKERY,MONDAY,3
3120022,BAKERY,TUESDAY,4
3120022,BAKERY,WEDNESDAY,5
3120022,BAKERY,THURSDAY,5
3120022,BAKERY,FRIDAY,6
3120022,BAKERY,SATURDAY,-6
3120022,BAKERY,SUNDAY,-6
3120023,KOREAN_FOOD,MONDAY,4
3120023,KOREAN_FOOD,TUESDAY,6
3120023,KOREAN_FOOD,WEDNESDAY,6
3120023,KOREAN_FOOD,THURSDAY,6
3120023,KOREAN_FOOD,FRIDAY,5
3120023,KOREAN_FOOD,SATURDAY,-6
3120023,KOREAN_FOOD,SUNDAY,-6
3120023,CHINESE_FOOD,MONDAY,1
3120023,CHINESE_FOOD,TUESDAY,5
3120023,CHINESE_FOOD,WEDNESDAY,5
3120023,CHINESE_FOOD,THURSDAY,6
3120023,CHINESE_FOOD,FRIDAY,6
3120023,CHINESE_FOOD,SATURDAY,-6
3120023,CHINESE_FOOD,SUNDAY,-6
3120023,JAPANESE_FOOD,MONDAY,1
3120023,JAPANESE_FOOD,TUESDAY,3
3120023,JAPANESE_FOOD,WEDNESDAY,4
3120023,JAPANESE_FOOD,THURSDAY,5
3120023,JAPANESE_FOOD,FRIDAY,4
3120023,JAPANESE_FOOD,SATURDAY,-6
3120023,JAPANESE_FOOD,SUNDAY,-6
3120023,WESTERN_FOOD,MONDAY,0
3120023,WESTERN_FOOD,TUESDAY,3
3120023,WESTERN_FOOD,WEDNESDAY,4
3120023,WESTERN_FOOD,THURSDAY,4
3120023,WESTERN_FOOD,FRIDAY,5
3120023,WESTERN_FOOD,SATURDAY,-6
3120023,WESTERN_FOOD,SUNDAY,-6
3120023,FAST_FOOD,MONDAY,0
3120023,FAST_FOOD,TUESDAY,4
3120023,FAST_FOOD,WEDNESDAY,4
3120023,FAST_FOOD,THURSDAY,5
3120023,FAST_FOOD,FRIDAY,6
3120023,FAST_FOOD,SATURDAY,-6
3120023,FAST_FOOD,SUNDAY,-6
3120023,BUNSIK,MONDAY,3
3120023,BUNSIK,TUESDAY,6
3120023,BUNSIK,WEDNESDAY,6
3120023,BUNSIK,THURSDAY,6
3120023,BUNSIK,FRIDAY,6
3120023,BUNSIK,SATURDAY,-6
3120023,BUNSIK,SUNDAY,-6
3120023,CAFE_BEVERAGE,MONDAY,3
3120023,CAFE_BEVERAGE,TUESDAY,6
3120023,CAFE_BEVERAGE,WEDNESDAY,6
3120023,CAFE_BEVERAGE,THURSDAY,6
3120023,CAFE_BEVERAGE,FRIDAY,5
3120023,CAFE_BEVERAGE,SATURDAY,-6
3120023,CAFE_BEVERAGE,SUNDAY,-6
3120023,BAKERY,MONDAY,5
3120023,BAKERY,TUESDAY,6
3120023,BAKERY,WEDNESDAY,6
3120023,BAKERY,THURSDAY,6
3120023,BAKERY,FRIDAY,6
3120023,BAKERY,SATURDAY,-6
3120023,BAKERY,SUNDAY,-6
3120024,KOREAN_FOOD,MONDAY,4
3120024,KOREAN_FOOD,TUESDAY,4
3120024,KOREAN_FOOD,WEDNESDAY,4
3120024,KOREAN_FOOD,THURSDAY,5
3120024,KOREAN_FOOD,FRIDAY,4
3120024,KOREAN_FOOD,SATURDAY,-6
3120024,KOREAN_FOOD,SUNDAY,-6
3120024,CHINESE_FOOD,MONDAY,2
3120024,CHINESE_FOOD,TUESDAY,5
3120024,CHINESE_FOOD,WEDNESDAY,5
3120024,CHINESE_FOOD,THURSDAY,6
3120024,CHINESE_FOOD,FRIDAY,6
3120024,CHINESE_FOOD,SATURDAY,-5
3120024,CHINESE_FOOD,SUNDAY,-6
3120024,BUNSIK,MONDAY,4
3120024,BUNSIK,TUESDAY,5
3120024,BUNSIK,WEDNESDAY,5
3120024,BUNSIK,THURSDAY,6
3120024,BUNSIK,FRIDAY,6
3120024,BUNSIK,SATURDAY,-6
3120024,BUNSIK,SUNDAY,-6
3120024,CAFE_BEVERAGE,MONDAY,3
3120024,CAFE_BEVERAGE,TUESDAY,3
3120024,CAFE_BEVERAGE,WEDNESDAY,3
3120024,CAFE_BEVERAGE,THURSDAY,4
3120024,CAFE_BEVERAGE,FRIDAY,4
3120024,CAFE_BEVERAGE,SATURDAY,-6
3120024,CAFE_BEVERAGE,SUNDAY,-6
3120025,KOREAN_FOOD,MONDAY,3
3120025,KOREAN_FOOD,TUESDAY,6
3120025,KOREAN_FOOD,WEDNESDAY,6
3120025,KOREAN_FOOD,THURSDAY,6
3120025,KOREAN_FOOD,FRIDAY,6
3120025,KOREAN_FOOD,SATURDAY,-6
3120025,KOREAN_FOOD,SUNDAY,-6
3120025,CHINESE_FOOD,MONDAY,-1
3120025,CHINESE_FOOD,TUESDAY,1
3120025,CHINESE_FOOD,WEDNESDAY,1
3120025,CHINESE_FOOD,THURSDAY,1
3120025,CHINESE_FOOD,FRIDAY,2
3120025,CHINESE_FOOD,SATURDAY,-1
3120025,CHINESE_FOOD,SUNDAY,-3
3120025,FAST_FOOD,MONDAY,-2
3120025,FAST_FOOD,TUESDAY,0
3120025,FAST_FOOD,WEDNESDAY,3
3120025,FAST_FOOD,THURSDAY,1
3120025,FAST_FOOD,FRIDAY,2
3120025,FAST_FOOD,SATURDAY,0
3120025,FAST_FOOD,SUNDAY,-2
3120025,BUNSIK,MONDAY,0
3120025,BUNSIK,TUESDAY,2
3120025,BUNSIK,WEDNESDAY,2
3120025,BUNSIK,THURSDAY,2
3120025,BUNSIK,FRIDAY,3
3120025,BUNSIK,SATURDAY,-3
3120025,BUNSIK,SUNDAY,-6
3120025,CAFE_BEVERAGE,MONDAY,0
3120025,CAFE_BEVERAGE,TUESDAY,2
3120025,CAFE_BEVERAGE,WEDNESDAY,3
3120025,CAFE_BEVERAGE,THURSDAY,3
3120025,CAFE_BEVERAGE,FRIDAY,4
3120025,CAFE_BEVERAGE,SATURDAY,-5
3120025,CAFE_BEVERAGE,SUNDAY,-6
3120025,BAKERY,MONDAY,1
3120025,BAKERY,TUESDAY,3
3120025,BAKERY,WEDNESDAY,3
3120025,BAKERY,THURSDAY,4
3120025,BAKERY,FRIDAY,3
3120025,BAKERY,SATURDAY,-6
3120025,BAKERY,SUNDAY,-6
3120026,KOREAN_FOOD,MONDAY,5
3120026,KOREAN_FOOD,TUESDAY,6
3120026,KOREAN_FOOD,WEDNESDAY,6
3120026,KOREAN_FOOD,THURSDAY,6
3120026,KOREAN_FOOD,FRIDAY,5
3120026,KOREAN_FOOD,SATURDAY,-6
3120026,KOREAN_FOOD,SUNDAY,-6
3120026,CHINESE_FOOD,MONDAY,3
3120026,CHINESE_FOOD,TUESDAY,5
3120026,CHINESE_FOOD,WEDNESDAY,6
3120026,CHINESE_FOOD,THURSDAY,6
3120026,CHINESE_FOOD,FRIDAY,6
3120026,CHINESE_FOOD,SATURDAY,-6
3120026,CHINESE_FOOD,SUNDAY,-6
3120026,JAPANESE_FOOD,MONDAY,5
3120026,JAPANESE_FOOD,TUESDAY,6
3120026,JAPANESE_FOOD,WEDNESDAY,6
3120026,JAPANESE_FOOD,THURSDAY,6
3120026,JAPANESE_FOOD,FRIDAY,6
3120026,JAPANESE_FOOD,SATURDAY,-6
3120026,JAPANESE_FOOD,SUNDAY,-6
3120026,WESTERN_FOOD,MONDAY,5
3120026,WESTERN_FOOD,TUESDAY,6
3120026,WESTERN_FOOD,WEDNESDAY,6
3120026,WESTERN_FOOD,THURSDAY,6
3120026,WESTERN_FOOD,FRIDAY,6
3120026,WESTERN_FOOD,SATURDAY,-6
3120026,WESTERN_FOOD,SUNDAY,-6
3120026,CHICKEN,MONDAY,2
3120026,CHICKEN,TUESDAY,6
3120026,CHICKEN,WEDNESDAY,6
3120026,CHICKEN,THURSDAY,6
3120026,CHICKEN,FRIDAY,6
3120026,CHICKEN,SATURDAY,-6
3120026,CHICKEN,SUNDAY,-6
3120026,FAST_FOOD,MONDAY,6
3120026,FAST_FOOD,TUESDAY,6
3120026,FAST_FOOD,WEDNESDAY,6
3120026,FAST_FOOD,THURSDAY,6
3120026,FAST_FOOD,FRIDAY,4
3120026,FAST_FOOD,SATURDAY,-6
3120026,FAST_FOOD,SUNDAY,-6
3120026,BUNSIK,MONDAY,6
3120026,BUNSIK,TUESDAY,6
3120026,BUNSIK,WEDNESDAY,6
3120026,BUNSIK,THURSDAY,6
3120026,BUNSIK,FRIDAY,5
3120026,BUNSIK,SATURDAY,-6
3120026,BUNSIK,SUNDAY,-6
3120026,CAFE_BEVERAGE,MONDAY,5
3120026,CAFE_BEVERAGE,TUESDAY,6
3120026,CAFE_BEVERAGE,WEDNESDAY,6
3120026,CAFE_BEVERAGE,THURSDAY,6
3120026,CAFE_BEVERAGE,FRIDAY,6
3120026,CAFE_BEVERAGE,SATURDAY,-6
3120026,CAFE_BEVERAGE,SUNDAY,-6
3120026,BAKERY,MONDAY,4
3120026,BAKERY,TUESDAY,6
3120026,BAKERY,WEDNESDAY,6
3120026,BAKERY,THURSDAY,6
3120026,BAKERY,FRIDAY,6
3120026,BAKERY,SATURDAY,-6
3120026,BAKERY,SUNDAY,-6
3120027,KOREAN_FOOD,MONDAY,2
3120027,KOREAN_FOOD,TUESDAY,3
3120027,KOREAN_FOOD,WEDNESDAY,4
3120027,KOREAN_FOOD,THURSDAY,3
3120027,KOREAN_FOOD,FRIDAY,2
3120027,KOREAN_FOOD,SATURDAY,-6
3120027,KOREAN_FOOD,SUNDAY,-6
3120027,CHINESE_FOOD,MONDAY,3
3120027,CHINESE_FOOD,TUESDAY,3
3120027,CHINESE_FOOD,WEDNESDAY,2
3120027,CHINESE_FOOD,THURSDAY,2
3120027,CHINESE_FOOD,FRIDAY,1
3120027,CHINESE_FOOD,SATURDAY,-6
3120027,CHINESE_FOOD,SUNDAY,-4
3120027,JAPANESE_FOOD,MONDAY,6
3120027,JAPANESE_FOOD,TUESDAY,6
3120027,JAPANESE_FOOD,WEDNESDAY,6
3120027,JAPANESE_FOOD,THURSDAY,6
3120027,JAPANESE_FOOD,FRIDAY,5
3120027,JAPANESE_FOOD,SATURDAY,-6
3120027,JAPANESE_FOOD,SUNDAY,-6
3120027,WESTERN_FOOD,MONDAY,-4
3120027,WESTERN_FOOD,TUESDAY,2
3120027,WESTERN_FOOD,WEDNESDAY,3
3120027,WESTERN_FOOD,THURSDAY,4
3120027,WESTERN_FOOD,FRIDAY,2
3120027,WESTERN_FOOD,SATURDAY,1
3120027,WESTERN_FOOD,SUNDAY,-6
3120027,FAST_FOOD,MONDAY,5
3120027,FAST_FOOD,TUESDAY,5
3120027,FAST_FOOD,WEDNESDAY,5
3120027,FAST_FOOD,THURSDAY,4
3120027,FAST_FOOD,FRIDAY,1
3120027,FAST_FOOD,SATURDAY,-6
3120027,FAST_FOOD,SUNDAY,-6
3120027,BUNSIK,MONDAY,4
3120027,BUNSIK,TUESDAY,3
3120027,BUNSIK,WEDNESDAY,3
3120027,BUNSIK,THURSDAY,4
3120027,BUNSIK,FRIDAY,1
3120027,BUNSIK,SATURDAY,-6
3120027,BUNSIK,SUNDAY,-6
3120027,CAFE_BEVERAGE,MONDAY,-1
