commercial_area_code,business_type,day_of_week,weight
3110122,CAFE_BEVERAGE,THURSDAY,1
3110122,CAFE_BEVERAGE,FRIDAY,0
3110122,CAFE_BEVERAGE,SATURDAY,1
3110122,CAFE_BEVERAGE,SUNDAY,-2
3110123,KOREAN_FOOD,MONDAY,0
3110123,KOREAN_FOOD,TUESDAY,1
3110123,KOREAN_FOOD,WEDNESDAY,0
3110123,KOREAN_FOOD,THURSDAY,1
3110123,KOREAN_FOOD,FRIDAY,2
3110123,KOREAN_FOOD,SATURDAY,-1
3110123,KOREAN_FOOD,SUNDAY,-3
3110124,KOREAN_FOOD,MONDAY,6
3110124,KOREAN_FOOD,TUESDAY,6
3110124,KOREAN_FOOD,WEDNESDAY,6
3110124,KOREAN_FOOD,THURSDAY,6
3110124,KOREAN_FOOD,FRIDAY,3
3110124,KOREAN_FOOD,SATURDAY,-6
3110124,KOREAN_FOOD,SUNDAY,-6
3110124,CAFE_BEVERAGE,MONDAY,1
3110124,CAFE_BEVERAGE,TUESDAY,3
3110124,CAFE_BEVERAGE,WEDNESDAY,4
3110124,CAFE_BEVERAGE,THURSDAY,4
3110124,CAFE_BEVERAGE,FRIDAY,6
3110124,CAFE_BEVERAGE,SATURDAY,-6
3110124,CAFE_BEVERAGE,SUNDAY,-6
3110125,KOREAN_FOOD,MONDAY,3
3110125,KOREAN_FOOD,TUESDAY,4
3110125,KOREAN_FOOD,WEDNESDAY,2
3110125,KOREAN_FOOD,THURSDAY,3
3110125,KOREAN_FOOD,FRIDAY,1
3110125,KOREAN_FOOD,SATURDAY,-6
3110125,KOREAN_FOOD,SUNDAY,-6
3110125,BUNSIK,MONDAY,5
3110125,BUNSIK,TUESDAY,5
3110125,BUNSIK,WEDNESDAY,4
3110125,BUNSIK,THURSDAY,5
3110125,BUNSIK,FRIDAY,2
3110125,BUNSIK,SATURDAY,-6
3110125,BUNSIK,SUNDAY,-6
3110125,CAFE_BEVERAGE,MONDAY,1
3110125,CAFE_BEVERAGE,TUESDAY,2
3110125,CAFE_BEVERAGE,WEDNESDAY,1
3110125,CAFE_BEVERAGE,THURSDAY,2
3110125,CAFE_BEVERAGE,FRIDAY,-1
3110125,CAFE_BEVERAGE,SATURDAY,-3
3110125,CAFE_BEVERAGE,SUNDAY,-1
3110126,KOREAN_FOOD,MONDAY,4
3110126,KOREAN_FOOD,TUESDAY,4
3110126,KOREAN_FOOD,WEDNESDAY,4
3110126,KOREAN_FOOD,THURSDAY,4
3110126,KOREAN_FOOD,FRIDAY,3
3110126,KOREAN_FOOD,SATURDAY,-6
3110126,KOREAN_FOOD,SUNDAY,-6
3110126,CAFE_BEVERAGE,MONDAY,-2
3110126,CAFE_BEVERAGE,TUESDAY,-1
3110126,CAFE_BEVERAGE,WEDNESDAY,0
3110126,CAFE_BEVERAGE,THURSDAY,1
3110126,CAFE_BEVERAGE,FRIDAY,2
3110126,CAFE_BEVERAGE,SATURDAY,3
3110126,CAFE_BEVERAGE,SUNDAY,-2
3110127,KOREAN_FOOD,MONDAY,6
3110127,KOREAN_FOOD,TUESDAY,5
3110127,KOREAN_FOOD,WEDNESDAY,6
3110127,KOREAN_FOOD,THURSDAY,6
3110127,KOREAN_FOOD,FRIDAY,6
3110127,KOREAN_FOOD,SATURDAY,-6
3110127,KOREAN_FOOD,SUNDAY,-6
3110127,CAFE_BEVERAGE,MONDAY,6
3110127,CAFE_BEVERAGE,TUESDAY,6
3110127,CAFE_BEVERAGE,WEDNESDAY,6
3110127,CAFE_BEVERAGE,THURSDAY,6
3110127,CAFE_BEVERAGE,FRIDAY,6
3110127,CAFE_BEVERAGE,SATURDAY,-6
3110127,CAFE_BEVERAGE,SUNDAY,-6
3110128,KOREAN_FOOD,MONDAY,1
3110128,KOREAN_FOOD,TUESDAY,1
3110128,KOREAN_FOOD,WEDNESDAY,0
3110128,KOREAN_FOOD,THURSDAY,3
3110128,KOREAN_FOOD,FRIDAY,4
3110128,KOREAN_FOOD,SATURDAY,-2
3110128,KOREAN_FOOD,SUNDAY,-6
3110128,CHICKEN,MONDAY,-6
3110128,CHICKEN,TUESDAY,-4
3110128,CHICKEN,WEDNESDAY,-1
3110128,CHICKEN,THURSDAY,-1
3110128,CHICKEN,FRIDAY,4
3110128,CHICKEN,SATURDAY,5
3110128,CHICKEN,SUNDAY,4
3110128,FAST_FOOD,MONDAY,-2
3110128,FAST_FOOD,TUESDAY,-4
3110128,FAST_FOOD,WEDNESDAY,0
3110128,FAST_FOOD,THURSDAY,-3
3110128,FAST_FOOD,FRIDAY,2
3110128,FAST_FOOD,SATURDAY,3
3110128,FAST_FOOD,SUNDAY,4
3110128,BUNSIK,MONDAY,-3
3110128,BUNSIK,TUESDAY,2
3110128,BUNSIK,WEDNESDAY,2
3110128,BUNSIK,THURSDAY,5
3110128,BUNSIK,FRIDAY,5
3110128,BUNSIK,SATURDAY,-2
3110128,BUNSIK,SUNDAY,-6
3110128,CAFE_BEVERAGE,MONDAY,0
3110128,CAFE_BEVERAGE,TUESDAY,1
3110128,CAFE_BEVERAGE,WEDNESDAY,-1
3110128,CAFE_BEVERAGE,THURSDAY,0
3110128,CAFE_BEVERAGE,FRIDAY,1
3110128,CAFE_BEVERAGE,SATURDAY,2
3110128,CAFE_BEVERAGE,SUNDAY,-4
3110128,BAKERY,MONDAY,0
3110128,BAKERY,TUESDAY,-1
3110128,BAKERY,WEDNESDAY,0
3110128,BAKERY,THURSDAY,-1
3110128,BAKERY,FRIDAY,-1
3110128,BAKERY,SATURDAY,1
3110128,BAKERY,SUNDAY,1
3110129,KOREAN_FOOD,MONDAY,6
3110129,KOREAN_FOOD,TUESDAY,6
3110129,KOREAN_FOOD,WEDNESDAY,6
3110129,KOREAN_FOOD,THURSDAY,6
3110129,KOREAN_FOOD,FRIDAY,6
3110129,KOREAN_FOOD,SATURDAY,-6
3110129,KOREAN_FOOD,SUNDAY,-6
3110129,CAFE_BEVERAGE,MONDAY,5
3110129,CAFE_BEVERAGE,TUESDAY,5
3110129,CAFE_BEVERAGE,WEDNESDAY,5
3110129,CAFE_BEVERAGE,THURSDAY,5
3110129,CAFE_BEVERAGE,FRIDAY,5
3110129,CAFE_BEVERAGE,SATURDAY,-6
3110129,CAFE_BEVERAGE,SUNDAY,-6
3110130,KOREAN_FOOD,MONDAY,4
3110130,KOREAN_FOOD,TUESDAY,4
3110130,KOREAN_FOOD,WEDNESDAY,4
3110130,KOREAN_FOOD,THURSDAY,4
3110130,KOREAN_FOOD,FRIDAY,5
3110130,KOREAN_FOOD,SATURDAY,-2
3110130,KOREAN_FOOD,SUNDAY,-6
3110131,KOREAN_FOOD,MONDAY,2
3110131,KOREAN_FOOD,TUESDAY,2
3110131,KOREAN_FOOD,WEDNESDAY,2
3110131,KOREAN_FOOD,THURSDAY,2
3110131,KOREAN_FOOD,FRIDAY,3
3110131,KOREAN_FOOD,SATURDAY,-4
3110131,KOREAN_FOOD,SUNDAY,-6
3110131,CHINESE_FOOD,MONDAY,0
3110131,CHINESE_FOOD,TUESDAY,3
3110131,CHINESE_FOOD,WEDNESDAY,3
3110131,CHINESE_FOOD,THURSDAY,3
3110131,CHINESE_FOOD,FRIDAY,4
3110131,CHINESE_FOOD,SATURDAY,-5
3110131,CHINESE_FOOD,SUNDAY,-6
3110131,WESTERN_FOOD,MONDAY,-4
3110131,WESTERN_FOOD,TUESDAY,-3
3110131,WESTERN_FOOD,WEDNESDAY,-3
3110131,WESTERN_FOOD,THURSDAY,-2
3110131,WESTERN_FOOD,FRIDAY,0
3110131,WESTERN_FOOD,SATURDAY,6
3110131,WESTERN_FOOD,SUNDAY,3
3110131,FAST_FOOD,MONDAY,-6
3110131,FAST_FOOD,TUESDAY,-3
3110131,FAST_FOOD,WEDNESDAY,-2
3110131,FAST_FOOD,THURSDAY,-1
3110131,FAST_FOOD,FRIDAY,4
3110131,FAST_FOOD,SATURDAY,6
3110131,FAST_FOOD,SUNDAY,3
3110131,BUNSIK,MONDAY,-2
3110131,BUNSIK,TUESDAY,-2
3110131,BUNSIK,WEDNESDAY,-2
3110131,BUNSIK,THURSDAY,0
3110131,BUNSIK,FRIDAY,1
3110131,BUNSIK,SATURDAY,4
3110131,BUNSIK,SUNDAY,1
3110131,CAFE_BEVERAGE,MONDAY,2
3110131,CAFE_BEVERAGE,TUESDAY,4
3110131,CAFE_BEVERAGE,WEDNESDAY,4
3110131,CAFE_BEVERAGE,THURSDAY,4
3110131,CAFE_BEVERAGE,FRIDAY,4
3110131,CAFE_BEVERAGE,SATURDAY,-6
3110131,CAFE_BEVERAGE,SUNDAY,-6
3110131,BAKERY,MONDAY,2
3110131,BAKERY,TUESDAY,2
3110131,BAKERY,WEDNESDAY,2
3110131,BAKERY,THURSDAY,3
3110131,BAKERY,FRIDAY,3
3110131,BAKERY,SATURDAY,-6
3110131,BAKERY,SUNDAY,-6
3110132,KOREAN_FOOD,MONDAY,6
3110132,KOREAN_FOOD,TUESDAY,6
3110132,KOREAN_FOOD,WEDNESDAY,6
3110132,KOREAN_FOOD,THURSDAY,6
3110132,KOREAN_FOOD,FRIDAY,6
3110132,KOREAN_FOOD,SATURDAY,-6
3110132,KOREAN_FOOD,SUNDAY,-6
3110132,CAFE_BEVERAGE,MONDAY,-1
3110132,CAFE_BEVERAGE,TUESDAY,0
3110132,CAFE_BEVERAGE,WEDNESDAY,-1
3110132,CAFE_BEVERAGE,THURSDAY,0
3110132,CAFE_BEVERAGE,FRIDAY,3
3110132,CAFE_BEVERAGE,SATURDAY,2
3110132,CAFE_BEVERAGE,SUNDAY,-2
3110133,KOREAN_FOOD,MONDAY,2
3110133,KOREAN_FOOD,TUESDAY,2
3110133,KOREAN_FOOD,WEDNESDAY,1
3110133,KOREAN_FOOD,THURSDAY,3
3110133,KOREAN_FOOD,FRIDAY,3
3110133,KOREAN_FOOD,SATURDAY,-1
3110133,KOREAN_FOOD,SUNDAY,-6
3110134,KOREAN_FOOD,MONDAY,-1
3110134,KOREAN_FOOD,TUESDAY,0
3110134,KOREAN_FOOD,WEDNESDAY,0
3110134,KOREAN_FOOD,THURSDAY,1
3110134,KOREAN_FOOD,FRIDAY,3
3110134,KOREAN_FOOD,SATURDAY,1
3110134,KOREAN_FOOD,SUNDAY,-3
3110134,CHICKEN,MONDAY,-6
3110134,CHICKEN,TUESDAY,-4
3110134,CHICKEN,WEDNESDAY,-1
3110134,CHICKEN,THURSDAY,1
3110134,CHICKEN,FRIDAY,4
3110134,CHICKEN,SATURDAY,6
3110134,CHICKEN,SUNDAY,6
3110134,BUNSIK,MONDAY,0
3110134,BUNSIK,TUESDAY,0
3110134,BUNSIK,WEDNESDAY,0
3110134,BUNSIK,THURSDAY,-1
3110134,BUNSIK,FRIDAY,0
3110134,BUNSIK,SATURDAY,1
3110134,BUNSIK,SUNDAY,0
3110134,CAFE_BEVERAGE,MONDAY,-5
3110134,CAFE_BEVERAGE,TUESDAY,-6
3110134,CAFE_BEVERAGE,WEDNESDAY,-6
3110134,CAFE_BEVERAGE,THURSDAY,-2
3110134,CAFE_BEVERAGE,FRIDAY,6
3110134,CAFE_BEVERAGE,SATURDAY,6
3110134,CAFE_BEVERAGE,SUNDAY,6
3110135,KOREAN_FOOD,MONDAY,6
3110135,KOREAN_FOOD,TUESDAY,6
3110135,KOREAN_FOOD,WEDNESDAY,5
3110135,KOREAN_FOOD,THURSDAY,6
3110135,KOREAN_FOOD,FRIDAY,5
3110135,KOREAN_FOOD,SATURDAY,-6
3110135,KOREAN_FOOD,SUNDAY,-6
3110136,KOREAN_FOOD,MONDAY,2
3110136,KOREAN_FOOD,TUESDAY,3
3110136,KOREAN_FOOD,WEDNESDAY,3
3110136,KOREAN_FOOD,THURSDAY,5
3110136,KOREAN_FOOD,FRIDAY,4
3110136,KOREAN_FOOD,SATURDAY,-5
3110136,KOREAN_FOOD,SUNDAY,-6
3110136,CHINESE_FOOD,MONDAY,5
3110136,CHINESE_FOOD,TUESDAY,5
3110136,CHINESE_FOOD,WEDNESDAY,6
3110136,CHINESE_FOOD,THURSDAY,6
3110136,CHINESE_FOOD,FRIDAY,5
3110136,CHINESE_FOOD,SATURDAY,-6
3110136,CHINESE_FOOD,SUNDAY,-6
3110136,JAPANESE_FOOD,MONDAY,-2
3110136,JAPANESE_FOOD,TUESDAY,-2
3110136,JAPANESE_FOOD,WEDNESDAY,-1
3110136,JAPANESE_FOOD,THURSDAY,-1
3110136,JAPANESE_FOOD,FRIDAY,2
3110136,JAPANESE_FOOD,SATURDAY,4
3110136,JAPANESE_FOOD,SUNDAY,1
3110136,WESTERN_FOOD,MONDAY,-3
3110136,WESTERN_FOOD,TUESDAY,-2
3110136,WESTERN_FOOD,WEDNESDAY,-1
3110136,WESTERN_FOOD,THURSDAY,-1
3110136,WESTERN_FOOD,FRIDAY,2
3110136,WESTERN_FOOD,SATURDAY,4
3110136,WESTERN_FOOD,SUNDAY,1
3110136,CAFE_BEVERAGE,MONDAY,1
3110136,CAFE_BEVERAGE,TUESDAY,1
3110136,CAFE_BEVERAGE,WEDNESDAY,1
3110136,CAFE_BEVERAGE,THURSDAY,2
3110136,CAFE_BEVERAGE,FRIDAY,3
3110136,CAFE_BEVERAGE,SATURDAY,-3
3110136,CAFE_BEVERAGE,SUNDAY,-6
3110137,KOREAN_FOOD,MONDAY,6
3110137,KOREAN_FOOD,TUESDAY,6
3110137,KOREAN_FOOD,WEDNESDAY,6
3110137,KOREAN_FOOD,THURSDAY,6
3110137,KOREAN_FOOD,FRIDAY,4
3110137,KOREAN_FOOD,SATURDAY,-6
3110137,KOREAN_FOOD,SUNDAY,-6
3110137,CHINESE_FOOD,MONDAY,2
3110137,CHINESE_FOOD,TUESDAY,4
3110137,CHINESE_FOOD,WEDNESDAY,6
3110137,CHINESE_FOOD,THURSDAY,6
3110137,CHINESE_FOOD,FRIDAY,6
3110137,CHINESE_FOOD,SATURDAY,-6
3110137,CHINESE_FOOD,SUNDAY,-6
3110137,WESTERN_FOOD,MONDAY,6
3110137,WESTERN_FOOD,TUESDAY,6
3110137,WESTERN_FOOD,WEDNESDAY,6
3110137,WESTERN_FOOD,THURSDAY,6
3110137,WESTERN_FOOD,FRIDAY,6
3110137,WESTERN_FOOD,SATURDAY,-6
3110137,WESTERN_FOOD,SUNDAY,-6
3110137,FAST_FOOD,MONDAY,6
3110137,FAST_FOOD,TUESDAY,6
3110137,FAST_FOOD,WEDNESDAY,6
3110137,FAST_FOOD,THURSDAY,6
3110137,FAST_FOOD,FRIDAY,6
3110137,FAST_FOOD,SATURDAY,-6
3110137,FAST_FOOD,SUNDAY,-6
3110137,BUNSIK,MONDAY,5
3110137,BUNSIK,TUESDAY,6
3110137,BUNSIK,WEDNESDAY,6
3110137,BUNSIK,THURSDAY,6
3110137,BUNSIK,FRIDAY,6
3110137,BUNSIK,SATURDAY,-6
3110137,BUNSIK,SUNDAY,-6
3110137,CAFE_BEVERAGE,MONDAY,4
3110137,CAFE_BEVERAGE,TUESDAY,6
3110137,CAFE_BEVERAGE,WEDNESDAY,6
3110137,CAFE_BEVERAGE,THURSDAY,6
3110137,CAFE_BEVERAGE,FRIDAY,6
3110137,CAFE_BEVERAGE,SATURDAY,-6
3110137,CAFE_BEVERAGE,SUNDAY,-6
3110138,KOREAN_FOOD,MONDAY,0
3110138,KOREAN_FOOD,TUESDAY,-1
3110138,KOREAN_FOOD,WEDNESDAY,4
3110138,KOREAN_FOOD,THURSDAY,6
3110138,KOREAN_FOOD,FRIDAY,5
3110138,KOREAN_FOOD,SATURDAY,-3
3110138,KOREAN_FOOD,SUNDAY,-6
3110138,CAFE_BEVERAGE,MONDAY,0
3110138,CAFE_BEVERAGE,TUESDAY,-1
3110138,CAFE_BEVERAGE,WEDNESDAY,0
3110138,CAFE_BEVERAGE,THURSDAY,0
3110138,CAFE_BEVERAGE,FRIDAY,1
3110138,CAFE_BEVERAGE,SATURDAY,1
3110138,CAFE_BEVERAGE,SUNDAY,0
3110139,KOREAN_FOOD,MONDAY,0
3110139,KOREAN_FOOD,TUESDAY,3
3110139,KOREAN_FOOD,WEDNESDAY,3
3110139,KOREAN_FOOD,THURSDAY,3
3110139,KOREAN_FOOD,FRIDAY,3
3110139,KOREAN_FOOD,SATURDAY,-1
3110139,KOREAN_FOOD,SUNDAY,-6
3110139,CHINESE_FOOD,MONDAY,1
3110139,CHINESE_FOOD,TUESDAY,2
3110139,CHINESE_FOOD,WEDNESDAY,-6
3110139,CHINESE_FOOD,THURSDAY,1
3110139,CHINESE_FOOD,FRIDAY,6
3110139,CHINESE_FOOD,SATURDAY,4
3110139,CHINESE_FOOD,SUNDAY,-1
3110139,BUNSIK,MONDAY,6
3110139,BUNSIK,TUESDAY,6
3110139,BUNSIK,WEDNESDAY,4
3110139,BUNSIK,THURSDAY,5
3110139,BUNSIK,FRIDAY,4
3110139,BUNSIK,SATURDAY,-6
3110139,BUNSIK,SUNDAY,-6
3110140,KOREAN_FOOD,MONDAY,-2
3110140,KOREAN_FOOD,TUESDAY,0
3110140,KOREAN_FOOD,WEDNESDAY,0
3110140,KOREAN_FOOD,THURSDAY,-1
3110140,KOREAN_FOOD,FRIDAY,3
3110140,KOREAN_FOOD,SATURDAY,4
3110140,KOREAN_FOOD,SUNDAY,-4
3110140,CHINESE_FOOD,MONDAY,-3
3110140,CHINESE_FOOD,TUESDAY,-6
3110140,CHINESE_FOOD,WEDNESDAY,-3
3110140,CHINESE_FOOD,THURSDAY,-2
3110140,CHINESE_FOOD,FRIDAY,2
3110140,CHINESE_FOOD,SATURDAY,6
3110140,CHINESE_FOOD,SUNDAY,4
3110140,CAFE_BEVERAGE,MONDAY,-3
3110140,CAFE_BEVERAGE,TUESDAY,0
3110140,CAFE_BEVERAGE,WEDNESDAY,-6
3110140,CAFE_BEVERAGE,THURSDAY,0
3110140,CAFE_BEVERAGE,FRIDAY,0
3110140,CAFE_BEVERAGE,SATURDAY,6
3110140,CAFE_BEVERAGE,SUNDAY,6
3110141,KOREAN_FOOD,MONDAY,0
3110141,KOREAN_FOOD,TUESDAY,0
3110141,KOREAN_FOOD,WEDNESDAY,0
3110141,KOREAN_FOOD,THURSDAY,1
3110141,KOREAN_FOOD,FRIDAY,3
3110141,KOREAN_FOOD,SATURDAY,3
3110141,KOREAN_FOOD,SUNDAY,-6
3110141,WESTERN_FOOD,MONDAY,3
3110141,WESTERN_FOOD,TUESDAY,5
3110141,WESTERN_FOOD,WEDNESDAY,6
3110141,WESTERN_FOOD,THURSDAY,6
3110141,WESTERN_FOOD,FRIDAY,5
3110141,WESTERN_FOOD,SATURDAY,-6
3110141,WESTERN_FOOD,SUNDAY,-6
3110141,CHICKEN,MONDAY,-4
3110141,CHICKEN,TUESDAY,-3
3110141,CHICKEN,WEDNESDAY,-1
3110141,CHICKEN,THURSDAY,-1
3110141,CHICKEN,FRIDAY,4
3110141,CHICKEN,SATURDAY,4
3110141,CHICKEN,SUNDAY,0
3110141,CAFE_BEVERAGE,MONDAY,3
3110141,CAFE_BEVERAGE,TUESDAY,1
3110141,CAFE_BEVERAGE,WEDNESDAY,-1
3110141,CAFE_BEVERAGE,THURSDAY,3
3110141,CAFE_BEVERAGE,FRIDAY,2
3110141,CAFE_BEVERAGE,SATURDAY,0
3110141,CAFE_BEVERAGE,SUNDAY,-6
3110142,KOREAN_FOOD,MONDAY,-1
3110142,KOREAN_FOOD,TUESDAY,1
3110142,KOREAN_FOOD,WEDNESDAY,1
3110142,KOREAN_FOOD,THURSDAY,1
3110142,KOREAN_FOOD,FRIDAY,3
3110142,KOREAN_FOOD,SATURDAY,0
3110142,KOREAN_FOOD,SUNDAY,-5
3110142,CHINESE_FOOD,MONDAY,2
3110142,CHINESE_FOOD,TUESDAY,3
3110142,CHINESE_FOOD,WEDNESDAY,5
3110142,CHINESE_FOOD,THURSDAY,4
3110142,CHINESE_FOOD,FRIDAY,5
3110142,CHINESE_FOOD,SATURDAY,-4
3110142,CHINESE_FOOD,SUNDAY,-6
3110142,CAFE_BEVERAGE,MONDAY,-2
3110142,CAFE_BEVERAGE,TUESDAY,0
3110142,CAFE_BEVERAGE,WEDNESDAY,-6
3110142,CAFE_BEVERAGE,THURSDAY,0
3110142,CAFE_BEVERAGE,FRIDAY,1
3110142,CAFE_BEVERAGE,SATURDAY,4
3110142,CAFE_BEVERAGE,SUNDAY,4
3110143,KOREAN_FOOD,MONDAY,-6
3110143,KOREAN_FOOD,TUESDAY,0
3110143,KOREAN_FOOD,WEDNESDAY,-1
3110143,KOREAN_FOOD,THURSDAY,1
3110143,KOREAN_FOOD,FRIDAY,3
3110143,KOREAN_FOOD,SATURDAY,2
3110143,KOREAN_FOOD,SUNDAY,5
3110144,KOREAN_FOOD,MONDAY,-1
3110144,KOREAN_FOOD,TUESDAY,-2
3110144,KOREAN_FOOD,WEDNESDAY,-1
3110144,KOREAN_FOOD,THURSDAY,0
3110144,KOREAN_FOOD,FRIDAY,2
3110144,KOREAN_FOOD,SATURDAY,2
3110144,KOREAN_FOOD,SUNDAY,-1
3110146,KOREAN_FOOD,MONDAY,2
3110146,KOREAN_FOOD,TUESDAY,-1
3110146,KOREAN_FOOD,WEDNESDAY,0
3110146,KOREAN_FOOD,THURSDAY,0
3110146,KOREAN_FOOD,FRIDAY,2
3110146,KOREAN_FOOD,SATURDAY,1
3110146,KOREAN_FOOD,SUNDAY,-3
3110146,CHINESE_FOOD,MONDAY,-6
3110146,CHINESE_FOOD,TUESDAY,-6
3110146,CHINESE_FOOD,WEDNESDAY,2
3110146,CHINESE_FOOD,THURSDAY,1
3110146,CHINESE_FOOD,FRIDAY,2
3110146,CHINESE_FOOD,SATURDAY,6
3110146,CHINESE_FOOD,SUNDAY,6
3110146,CHICKEN,MONDAY,-5
3110146,CHICKEN,TUESDAY,-5
3110146,CHICKEN,WEDNESDAY,-4
3110146,CHICKEN,THURSDAY,-4
3110146,CHICKEN,FRIDAY,2
3110146,CHICKEN,SATURDAY,6
3110146,CHICKEN,SUNDAY,6
3110146,CAFE_BEVERAGE,MONDAY,-6
3110146,CAFE_BEVERAGE,TUESDAY,-1
3110146,CAFE_BEVERAGE,WEDNESDAY,0
3110146,CAFE_BEVERAGE,THURSDAY,-1
3110146,CAFE_BEVERAGE,FRIDAY,1
3110146,CAFE_BEVERAGE,SATURDAY,6
3110146,CAFE_BEVERAGE,SUNDAY,6
3110147,KOREAN_FOOD,MONDAY,1
3110147,KOREAN_FOOD,TUESDAY,1
3110147,KOREAN_FOOD,WEDNESDAY,1
3110147,KOREAN_FOOD,THURSDAY,2
3110147,KOREAN_FOOD,FRIDAY,3
3110147,KOREAN_FOOD,SATURDAY,-3
3110147,KOREAN_FOOD,SUNDAY,-6
3110147,CHICKEN,MONDAY,-4
3110147,CHICKEN,TUESDAY,0
3110147,CHICKEN,WEDNESDAY,1
3110147,CHICKEN,THURSDAY,0
3110147,CHICKEN,FRIDAY,4
3110147,CHICKEN,SATURDAY,0
3110147,CHICKEN,SUNDAY,0
3110147,CAFE_BEVERAGE,MONDAY,1
3110147,CAFE_BEVERAGE,TUESDAY,1
3110147,CAFE_BEVERAGE,WEDNESDAY,0
3110147,CAFE_BEVERAGE,THURSDAY,0
3110147,CAFE_BEVERAGE,FRIDAY,0
3110147,CAFE_BEVERAGE,SATURDAY,-2
3110147,CAFE_BEVERAGE,SUNDAY,1
3110148,KOREAN_FOOD,MONDAY,6
3110148,KOREAN_FOOD,TUESDAY,6
3110148,KOREAN_FOOD,WEDNESDAY,6
3110148,KOREAN_FOOD,THURSDAY,5
3110148,KOREAN_FOOD,FRIDAY,0
3110148,KOREAN_FOOD,SATURDAY,-6
3110148,KOREAN_FOOD,SUNDAY,-6
3110148,CHINESE_FOOD,MONDAY,5
3110148,CHINESE_FOOD,TUESDAY,5
3110148,CHINESE_FOOD,WEDNESDAY,4
3110148,CHINESE_FOOD,THURSDAY,5
3110148,CHINESE_FOOD,FRIDAY,2
3110148,CHINESE_FOOD,SATURDAY,-6
3110148,CHINESE_FOOD,SUNDAY,-6
3110148,WESTERN_FOOD,MONDAY,5
3110148,WESTERN_FOOD,TUESDAY,6
3110148,WESTERN_FOOD,WEDNESDAY,6
3110148,WESTERN_FOOD,THURSDAY,6
3110148,WESTERN_FOOD,FRIDAY,-3
3110148,WESTERN_FOOD,SATURDAY,-6
3110148,WESTERN_FOOD,SUNDAY,-6
3110148,FAST_FOOD,MONDAY,6
3110148,FAST_FOOD,TUESDAY,6
3110148,FAST_FOOD,WEDNESDAY,6
3110148,FAST_FOOD,THURSDAY,6
3110148,FAST_FOOD,FRIDAY,-1
3110148,FAST_FOOD,SATURDAY,-6
3110148,FAST_FOOD,SUNDAY,-6
3110148,BUNSIK,MONDAY,5
3110148,BUNSIK,TUESDAY,6
3110148,BUNSIK,WEDNESDAY,6
3110148,BUNSIK,THURSDAY,6
3110148,BUNSIK,FRIDAY,-6
3110148,BUNSIK,SATURDAY,-5
3110148,BUNSIK,SUNDAY,-6
3110148,CAFE_BEVERAGE,MONDAY,4
3110148,CAFE_BEVERAGE,TUESDAY,5
3110148,CAFE_BEVERAGE,WEDNESDAY,5
3110148,CAFE_BEVERAGE,THURSDAY,4
3110148,CAFE_BEVERAGE,FRIDAY,-1
3110148,CAFE_BEVERAGE,SATURDAY,-6
3110148,CAFE_BEVERAGE,SUNDAY,-6
3110150,KOREAN_FOOD,MONDAY,2
3110150,KOREAN_FOOD,TUESDAY,2
3110150,KOREAN_FOOD,WEDNESDAY,4
3110150,KOREAN_FOOD,THURSDAY,3
3110150,KOREAN_FOOD,FRIDAY,4
3110150,KOREAN_FOOD,SATURDAY,-5
3110150,KOREAN_FOOD,SUNDAY,-6
3110150,CAFE_BEVERAGE,MONDAY,4
3110150,CAFE_BEVERAGE,TUESDAY,0
3110150,CAFE_BEVERAGE,WEDNESDAY,5
3110150,CAFE_BEVERAGE,THURSDAY,3
3110150,CAFE_BEVERAGE,FRIDAY,2
3110150,CAFE_BEVERAGE,SATURDAY,-2
3110150,CAFE_BEVERAGE,SUNDAY,-6
3110151,KOREAN_FOOD,MONDAY,-3
3110151,KOREAN_FOOD,TUESDAY,-1
3110151,KOREAN_FOOD,WEDNESDAY,-2
3110151,KOREAN_FOOD,THURSDAY,-1
3110151,KOREAN_FOOD,FRIDAY,1
3110151,KOREAN_FOOD,SATURDAY,6
3110151,KOREAN_FOOD,SUNDAY,0
3110151,FAST_FOOD,MONDAY,-4
3110151,FAST_FOOD,TUESDAY,-2
3110151,FAST_FOOD,WEDNESDAY,-2
3110151,FAST_FOOD,THURSDAY,-3
3110151,FAST_FOOD,FRIDAY,1
3110151,FAST_FOOD,SATURDAY,4
3110151,FAST_FOOD,SUNDAY,5
3110151,CAFE_BEVERAGE,MONDAY,-1
3110151,CAFE_BEVERAGE,TUESDAY,-2
3110151,CAFE_BEVERAGE,WEDNESDAY,-2
3110151,CAFE_BEVERAGE,THURSDAY,-2
3110151,CAFE_BEVERAGE,FRIDAY,0
3110151,CAFE_BEVERAGE,SATURDAY,4
3110151,CAFE_BEVERAGE,SUNDAY,4
3110152,KOREAN_FOOD,MONDAY,-1
3110152,KOREAN_FOOD,TUESDAY,-1
3110152,KOREAN_FOOD,WEDNESDAY,0
3110152,KOREAN_FOOD,THURSDAY,0
3110152,KOREAN_FOOD,FRIDAY,2
3110152,KOREAN_FOOD,SATURDAY,3
3110152,KOREAN_FOOD,SUNDAY,-3
3110154,KOREAN_FOOD,MONDAY,-1
3110154,KOREAN_FOOD,TUESDAY,-4
3110154,KOREAN_FOOD,WEDNESDAY,-3
3110154,KOREAN_FOOD,THURSDAY,1
3110154,KOREAN_FOOD,FRIDAY,2
3110154,KOREAN_FOOD,SATURDAY,4
3110154,KOREAN_FOOD,SUNDAY,1
